glossaryID,use glossaryID,glossary term,,New term,termDefinition,courseID,courseName
1106,,Hypoglycemia,,,An abnormally low level of blood sugar,87,Malaria in Pregnancy
2526,,Hypoglycemia,,,"Hypoglycemia is an abnormally low level of glucose in the blood. It can be quickly treated by providing intravenous or oral glucose, such as sugar water. Hypoglycemia can arise from many causes, can occur at any age, and often results in derangement of function of various levels. Symptoms range from irritability to confusion and seizures, leading to coma and death in severe cases. Children with acute malnutrition who present for treatment are assumed to be hypoglycemic and are given 10% sugar-water solution. ",N	N,
2766,1106,Hypoglycemia,,,An abnormally low level of blood sugar,140,Malaria in Pregnancy (Updated)
481,,Hypothermia,,Newborn Hypothermia,"Axillary temperature below 36.5 degrees Celsius. Occurs in the newborn because the infant’s ability to balance heat production and heat loss is deficient. If it is not reversed with simple aids such as additional clothing or skin-to-skin-contact, it may be a danger sign, indicative of a serious problem such as sepsis.",63,Newborn Sepsis
689,,Hypothermia,,,Low body temperature,61,Emergency Obstetric and Newborn Care
1960,,IKONOS,,,The IKONOS Satellite is a high-resolution satellite operated by GeoEye (www.geoeye.com). Source: http://www.satimagingcorp.com/satellite-sensors/ikonos.html. A gallery of IKONOS imagery is available at: http://www.satimagingcorp.com/gallery-ikonos.html. ,97,Test
2106,1960,IKONOS,,,The IKONOS Satellite is a high-resolution satellite operated by GeoEye (www.geoeye.com). ,122,Geographic Approaches to Global Health
1961,,Imagery,,,"Pictures or graphical representations. The term is used in remote sensing and GIS to describe digital representations of the surface of Earth. Source: http://fwie.fw.vt.edu/tws-gis/glossary.htm, accessed June 2010.",97,Test
2107,1961,Imagery,,,Pictures or graphical representations. The term is used in remote sensing and GIS to describe digital representations of the surface of Earth. (FWIE),122,Geographic Approaches to Global Health
369,,Immunity,,,"Ability of the human body to fight off infection or its consequences. In the case of malaria, immunity that develops with repeated infection cannot prevent re-infection, but can eliminate the risk of death and severe disease.",45,Malaria
2676,369,Immunity,,,"Ability of the human body to fight off infection or its consequences. In the case of malaria, immunity that develops with repeated infection cannot prevent re-infection, but can eliminate the risk of death and severe disease.",138,Malaria (Updated)
50,,Immunochromatographic (IC) strip test for tuberculosis,,,"This blood test identifies specific serum antibodies to Mycobacterium tuberculosis. The test, still under research evaluation, can be performed in 15 to 20 minutes by technicians with minimal training.",N	N,
916,,Immunochromatographic (IC) strip test for tuberculosis,,,"This blood test identifies specific serum antibodies to Mycobacterium tuberculosis. The test, still under research evaluation, can be performed in 15 to 20 minutes by technicians with minimal training.",90,Tuberculosis Basics (Updated)
975,916,Immunochromatographic (IC) strip test for tuberculosis,,,"This blood test identifies specific serum antibodies to Mycobacterium tuberculosis. The test, still under research evaluation, can be performed in 15 to 20 minutes by technicians with minimal training.",91,Tuberculosis – Advanced Concepts
370,,Immunosuppression,,,"Reduction in the body's immune capacity (i.e., decreased ability to fight off certain infections)",45,Malaria
1027,,Immunosuppression,,,"Reduction in the body's immune capacity (i.e., decreased ability to fight off certain infections). The effect of certain drugs or diseases that reduces the activation or efficacy of the immune system",N	N,
1408,370,Immunosuppression,,,A reduction in the immune system's effectiveness,70,Cervical Cancer Prevention (Low-Resource Settings)
2677,370,Immunosuppression,,,"Reduction in the body's immune capacity (i.e., decreased ability to fight off certain infections)",138,Malaria (Updated)
193,2995,Impact,,Programme Impact,"The anticipated end results or long-term effects of a program. For example, changes in health status such as reduced disease incidence or improved nutritional status.",28,M&E Fundamentals
2020,2995,Impact,,Programme Impact,"Longer-range, cumulative effect of programs over time such as change in HIV infection, morbidity, and mortality; impacts are rarely, if ever, attributable to a single program, but a program may, with other programs, contribute to impacts on a defined population. ",116,PEPFAR NGI (old)
2040,2995,Impact,,Programme Impact,"Longer-range, cumulative effect of programs over time such as change in HIV infection, morbidity, and mortality; impacts are rarely, if ever, attributable to a single program, but a program may, with other programs, contribute to impacts on a defined population. ",127,PEPFAR Next Generation Indicator Guidance
2450,,Impact,,,"Long-term effects (e.g., changes in health status). This can be through special studies with wide district, regional, or national coverage.",110,Social and Behavior Change Communication
2995,,Impact,,Programme Impact,"The longer range, cumulative effect of programmes over time on what they ultimately aim to change. Often, this effect will be a population-level health outcome, such as a change in HIV infection, morbidity, and mortality. Impacts are rarely, if ever, attributable to a single programme, but a programme may, with other programmes, contribute to impacts on a population.  Impact can also be used in the context of a specific programme.  In this case, it implies a much closer link to attribution of the programme and a conceptual model underlying it.",142,"M&E Guidelines for SWs, MSM, & TG-Service Delivery"
233,2996,Impact Evaluation,,,"A set of procedures and methodological approaches that show how much of the observed change in intermediate or final outcomes, or ""impact,"" can be attributed to the program. It requires the application of evaluation designs to estimate the difference in the outcome of interest between having or not having the program.",28,M&E Fundamentals
1659,,Impact Evaluation,,Impact Evaluation for HIV,"Collects data about HIV infection at different levels: regional, national, provincial, etc. by measuring the rise or fall of key indicators (e.g. disease incidence/prevalence) as a function of the program.  Answers the question:  What long-term effects do interventions have on key indicators (e.g. HIV infection morbidity and mortality)?",119,M&E Frameworks for HIV/AIDS Programs
2996,,Impact evaluation,,,"A scientifically rigorous methodology to establish a causal association between programmes and what they aimed to achieve beyond the outcomes on individuals targeted by the programme(s). Impact evaluation looks at the rise and fall of impacts, such as disease incidence and prevalence or quality of life as a function of HIV/AIDS programmes. The effects (impacts) on the entire populations seldom can be attributed to a single programme or even several programmes; therefore evaluations of impact on populations usually entail an evaluation design that includes the combined effects of a number of programmes for at-risk populations.",142,"M&E Guidelines for SWs, MSM, & TG-Service Delivery"
